invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,sales,cogs,profit,inventory_days,movement_type,profit_margin,overstock_alert
I184307,C175946,Male,22,Food & Beverage,1,5.23,Credit Card,25-08-2022,Kanyon,5.23,3.661,1.5690000000000004,82,Slow Moving,30.000000000000004,Healthy
I289905,C160005,Female,61,Cosmetics,4,162.64,Cash,21-10-2021,Kanyon,650.56,455.39199999999994,195.168,7,Fast Moving,30.000000000000004,Healthy
I416544,C599109,Female,25,Food & Beverage,2,10.46,Credit Card,28-05-2022,Metrocity,20.92,14.644,6.276000000000002,5,Fast Moving,30.000000000000004,Healthy
I601026,C693789,Female,66,Souvenir,5,58.65,Credit Card,05-03-2022,Zorlu Center,293.25,205.27499999999998,87.97500000000002,9,Fast Moving,30.00000000000001,Healthy
I257890,C259342,Female,59,Shoes,1,600.17,Cash,05-10-2021,Kanyon,600.17,420.11899999999997,180.051,94,Slow Moving,30.0,Healthy
I260028,C208108,Male,38,Clothing,4,1200.32,Cash,16-04-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,18,Fast Moving,30.000000000000004,Healthy
I170160,C244213,Male,34,Toys,2,71.68,Debit Card,26-02-2023,Metrocity,143.36,100.352,43.00800000000001,107,Slow Moving,30.000000000000004,Healthy
I624164,C102685,Female,26,Clothing,1,300.08,Cash,20-03-2021,Kanyon,300.08,210.05599999999998,90.024,31,Fast Moving,30.000000000000004,Healthy
I143353,C244291,Female,59,Souvenir,5,58.65,Cash,15-05-2022,Metrocity,293.25,205.27499999999998,87.97500000000002,13,Fast Moving,30.00000000000001,Healthy
I278401,C162371,Female,53,Toys,1,35.84,Debit Card,31-01-2023,Mall of Istanbul,35.84,25.088,10.752000000000002,83,Slow Moving,30.000000000000004,Healthy
I402966,C375422,Male,23,Cosmetics,4,162.64,Debit Card,02-10-2021,Viaport Outlet,650.56,455.39199999999994,195.168,19,Fast Moving,30.000000000000004,Healthy
I244241,C911768,Female,23,Clothing,5,1500.4,Credit Card,03-08-2022,Viaport Outlet,7502.0,5251.4,2250.6000000000004,94,Slow Moving,30.000000000000004,Healthy
I179048,C270129,Female,66,Technology,3,3150.0,Debit Card,28-03-2021,Cevahir AVM,9450.0,6615.0,2835.0,46,Fast Moving,30.0,Healthy
I165202,C617189,Female,56,Cosmetics,4,162.64,Cash,21-11-2022,Mall of Istanbul,650.56,455.39199999999994,195.168,81,Slow Moving,30.000000000000004,Healthy
I328321,C271029,Female,38,Souvenir,2,23.46,Credit Card,12-02-2021,Metropol AVM,46.92,32.844,14.076,55,Fast Moving,30.0,Healthy
I417106,C292356,Male,28,Clothing,3,900.24,Cash,03-04-2021,Cevahir AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,67,Fast Moving,30.000000000000004,Healthy
I248153,C329633,Female,44,Food & Beverage,1,5.23,Cash,03-07-2022,Metropol AVM,5.23,3.661,1.5690000000000004,100,Slow Moving,30.000000000000004,Healthy
I112270,C244780,Female,26,Food & Beverage,4,20.92,Cash,14-02-2021,Mall of Istanbul,83.68,58.576,25.104000000000006,107,Slow Moving,30.000000000000004,Healthy
I318831,C139568,Female,41,Cosmetics,4,162.64,Credit Card,15-07-2022,Viaport Outlet,650.56,455.39199999999994,195.168,117,Slow Moving,30.000000000000004,Healthy
I258322,C220281,Male,50,Clothing,4,1200.32,Cash,12-07-2021,Viaport Outlet,4801.28,3360.8959999999997,1440.384,56,Fast Moving,30.000000000000004,Healthy
I334246,C311034,Female,23,Cosmetics,3,121.98,Cash,19-05-2022,Mall of Istanbul,365.94,256.15799999999996,109.78200000000004,100,Slow Moving,30.00000000000001,Healthy
I198233,C584141,Female,31,Cosmetics,4,162.64,Cash,13-02-2023,Metropol AVM,650.56,455.39199999999994,195.168,8,Fast Moving,30.000000000000004,Healthy
I310819,C221934,Male,26,Cosmetics,5,203.3,Credit Card,27-11-2022,Forum Istanbul,1016.5,711.55,304.95000000000005,98,Slow Moving,30.000000000000004,Healthy
I409288,C513561,Female,56,Food & Beverage,3,15.69,Cash,02-03-2021,Viaport Outlet,47.07,32.949,14.121000000000002,105,Slow Moving,30.000000000000004,Healthy
I131054,C257990,Female,34,Toys,4,143.36,Cash,16-10-2021,Kanyon,573.44,401.408,172.03200000000004,27,Fast Moving,30.000000000000004,Healthy
I149521,C168348,Female,29,Clothing,2,600.16,Cash,04-11-2021,Kanyon,1200.32,840.2239999999999,360.096,107,Slow Moving,30.000000000000004,Healthy
I156233,C161285,Female,20,Clothing,1,300.08,Credit Card,11-01-2023,Mall of Istanbul,300.08,210.05599999999998,90.024,113,Slow Moving,30.000000000000004,Healthy
I295784,C166191,Female,54,Cosmetics,3,121.98,Credit Card,08-06-2022,Forum Istanbul,365.94,256.15799999999996,109.78200000000004,19,Fast Moving,30.00000000000001,Healthy
I255381,C172966,Male,40,Clothing,4,1200.32,Debit Card,24-05-2021,Metrocity,4801.28,3360.8959999999997,1440.384,47,Fast Moving,30.000000000000004,Healthy
I337719,C320928,Male,40,Cosmetics,5,203.3,Cash,18-01-2021,Istinye Park,1016.5,711.55,304.95000000000005,33,Fast Moving,30.000000000000004,Healthy
I220863,C131497,Male,21,Books,4,60.6,Cash,22-07-2021,Mall of Istanbul,242.4,169.68,72.72,40,Fast Moving,30.0,Healthy
I530401,C526660,Female,32,Technology,2,2100.0,Cash,25-09-2022,Zorlu Center,4200.0,2940.0,1260.0,17,Fast Moving,30.0,Healthy
I219555,C266961,Male,47,Clothing,3,900.24,Credit Card,10-09-2021,Metrocity,2700.7200000000003,1890.5040000000001,810.2160000000001,36,Fast Moving,30.000000000000004,Healthy
I316629,C204741,Female,41,Souvenir,3,35.19,Cash,16-01-2022,Cevahir AVM,105.57,73.89899999999999,31.671000000000006,75,Fast Moving,30.00000000000001,Healthy
I795251,C181619,Male,33,Cosmetics,5,203.3,Cash,13-11-2022,Kanyon,1016.5,711.55,304.95000000000005,63,Fast Moving,30.000000000000004,Healthy
I151099,C250395,Female,67,Souvenir,2,23.46,Credit Card,14-03-2021,Mall of Istanbul,46.92,32.844,14.076,119,Slow Moving,30.0,Healthy
I286193,C322994,Male,37,Cosmetics,3,121.98,Cash,23-07-2022,Istinye Park,365.94,256.15799999999996,109.78200000000004,90,Slow Moving,30.00000000000001,Healthy
I399563,C250673,Female,38,Toys,1,35.84,Cash,24-06-2021,Metropol AVM,35.84,25.088,10.752000000000002,32,Fast Moving,30.000000000000004,Healthy
I229355,C192978,Male,28,Shoes,5,3000.85,Credit Card,30-01-2021,Kanyon,15004.25,10502.974999999999,4501.2750000000015,70,Fast Moving,30.00000000000001,Healthy
I147727,C163033,Female,38,Books,1,15.15,Credit Card,17-04-2022,Kanyon,15.15,10.605,4.545,46,Fast Moving,30.0,Healthy
I504141,C558480,Female,56,Cosmetics,1,40.66,Credit Card,23-02-2023,Kanyon,40.66,28.461999999999996,12.198,49,Fast Moving,30.000000000000004,Healthy
I246151,C287409,Male,25,Books,3,45.45,Debit Card,05-07-2021,Metropol AVM,136.35000000000002,95.44500000000001,40.905000000000015,66,Fast Moving,30.000000000000004,Healthy
I164675,C993675,Male,66,Books,5,75.75,Cash,31-08-2021,Kanyon,378.75,265.125,113.625,61,Fast Moving,30.0,Healthy
I606511,C307535,Female,37,Souvenir,2,23.46,Credit Card,09-09-2022,Viaport Outlet,46.92,32.844,14.076,10,Fast Moving,30.0,Healthy
I342816,C238961,Female,19,Food & Beverage,2,10.46,Cash,04-11-2021,Mall of Istanbul,20.92,14.644,6.276000000000002,32,Fast Moving,30.000000000000004,Healthy
I151764,C671866,Female,53,Clothing,5,1500.4,Cash,30-06-2022,Kanyon,7502.0,5251.4,2250.6000000000004,32,Fast Moving,30.000000000000004,Healthy
I226172,C171154,Female,69,Shoes,1,600.17,Cash,24-07-2021,Kanyon,600.17,420.11899999999997,180.051,112,Slow Moving,30.0,Healthy
I737630,C848969,Male,69,Clothing,5,1500.4,Cash,15-04-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,48,Fast Moving,30.000000000000004,Healthy
I891311,C240171,Female,31,Food & Beverage,2,10.46,Debit Card,25-09-2021,Metropol AVM,20.92,14.644,6.276000000000002,88,Slow Moving,30.000000000000004,Healthy
I127733,C665777,Male,39,Books,5,75.75,Cash,24-08-2021,Kanyon,378.75,265.125,113.625,34,Fast Moving,30.0,Healthy
I202398,C256730,Male,53,Shoes,5,3000.85,Cash,26-01-2021,Zorlu Center,15004.25,10502.974999999999,4501.2750000000015,66,Fast Moving,30.00000000000001,Healthy
I160585,C298229,Male,26,Cosmetics,2,81.32,Cash,05-02-2022,Metropol AVM,162.64,113.84799999999998,48.792,79,Slow Moving,30.000000000000004,Healthy
I771414,C183404,Male,63,Food & Beverage,3,15.69,Cash,09-12-2022,Forum Istanbul,47.07,32.949,14.121000000000002,96,Slow Moving,30.000000000000004,Healthy
I139520,C316398,Female,34,Clothing,5,1500.4,Cash,14-02-2021,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,93,Slow Moving,30.000000000000004,Healthy
I291540,C557245,Male,25,Food & Beverage,1,5.23,Debit Card,17-07-2022,Kanyon,5.23,3.661,1.5690000000000004,107,Slow Moving,30.000000000000004,Healthy
I798213,C662958,Female,20,Shoes,3,1800.51,Cash,03-01-2021,Metropol AVM,5401.53,3781.0709999999995,1620.4590000000003,66,Fast Moving,30.000000000000004,Healthy
I232338,C545065,Female,18,Clothing,4,1200.32,Debit Card,22-09-2022,Metropol AVM,4801.28,3360.8959999999997,1440.384,101,Slow Moving,30.000000000000004,Healthy
I267713,C284679,Male,53,Cosmetics,4,162.64,Credit Card,27-06-2021,Kanyon,650.56,455.39199999999994,195.168,5,Fast Moving,30.000000000000004,Healthy
I525798,C581947,Male,46,Cosmetics,4,162.64,Cash,03-02-2023,Mall of Istanbul,650.56,455.39199999999994,195.168,31,Fast Moving,30.000000000000004,Healthy
I353272,C199311,Female,34,Clothing,1,300.08,Credit Card,29-07-2021,Istinye Park,300.08,210.05599999999998,90.024,66,Fast Moving,30.000000000000004,Healthy
I165687,C206501,Female,61,Clothing,3,900.24,Cash,08-12-2022,Metropol AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,81,Slow Moving,30.000000000000004,Healthy
I169015,C726021,Female,38,Clothing,5,1500.4,Credit Card,11-08-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,109,Slow Moving,30.000000000000004,Healthy
I111305,C448846,Female,67,Food & Beverage,3,15.69,Cash,13-09-2021,Metropol AVM,47.07,32.949,14.121000000000002,7,Fast Moving,30.000000000000004,Healthy
I187171,C168663,Male,33,Toys,4,143.36,Credit Card,27-05-2022,Istinye Park,573.44,401.408,172.03200000000004,107,Slow Moving,30.000000000000004,Healthy
I148276,C616106,Female,63,Clothing,4,1200.32,Debit Card,07-12-2022,Zorlu Center,4801.28,3360.8959999999997,1440.384,74,Fast Moving,30.000000000000004,Healthy
I783231,C771066,Female,21,Clothing,5,1500.4,Debit Card,05-01-2022,Cevahir AVM,7502.0,5251.4,2250.6000000000004,76,Slow Moving,30.000000000000004,Healthy
I313426,C101196,Female,41,Cosmetics,4,162.64,Debit Card,05-04-2022,Kanyon,650.56,455.39199999999994,195.168,31,Fast Moving,30.000000000000004,Healthy
I112291,C898405,Female,48,Food & Beverage,1,5.23,Credit Card,10-01-2022,Cevahir AVM,5.23,3.661,1.5690000000000004,13,Fast Moving,30.000000000000004,Healthy
I402983,C372643,Male,27,Technology,1,1050.0,Debit Card,30-01-2022,Kanyon,1050.0,735.0,315.0,66,Fast Moving,30.0,Healthy
I155076,C195626,Female,22,Toys,5,179.2,Credit Card,21-12-2022,Kanyon,896.0,627.1999999999999,268.80000000000007,41,Fast Moving,30.00000000000001,Healthy
I204056,C622748,Female,54,Clothing,4,1200.32,Credit Card,24-02-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,101,Slow Moving,30.000000000000004,Healthy
I218385,C290280,Female,51,Toys,1,35.84,Cash,19-07-2022,Metrocity,35.84,25.088,10.752000000000002,55,Fast Moving,30.000000000000004,Healthy
I198698,C281268,Female,29,Clothing,1,300.08,Debit Card,15-01-2023,Metropol AVM,300.08,210.05599999999998,90.024,110,Slow Moving,30.000000000000004,Healthy
I428118,C826744,Female,44,Shoes,2,1200.34,Credit Card,12-01-2023,Kanyon,2400.68,1680.4759999999999,720.204,48,Fast Moving,30.0,Healthy
I204147,C252021,Female,20,Shoes,3,1800.51,Credit Card,05-11-2022,Kanyon,5401.53,3781.0709999999995,1620.4590000000003,28,Fast Moving,30.000000000000004,Healthy
I361028,C647656,Female,59,Shoes,2,1200.34,Cash,23-07-2021,Metrocity,2400.68,1680.4759999999999,720.204,83,Slow Moving,30.0,Healthy
I915945,C250065,Female,23,Clothing,4,1200.32,Credit Card,30-06-2022,Metropol AVM,4801.28,3360.8959999999997,1440.384,63,Fast Moving,30.000000000000004,Healthy
I165461,C230766,Female,25,Clothing,1,300.08,Credit Card,01-11-2022,Emaar Square Mall,300.08,210.05599999999998,90.024,36,Fast Moving,30.000000000000004,Healthy
I762381,C243515,Male,63,Shoes,1,600.17,Cash,27-10-2022,Kanyon,600.17,420.11899999999997,180.051,100,Slow Moving,30.0,Healthy
I818298,C204632,Male,21,Clothing,5,1500.4,Debit Card,21-08-2022,Kanyon,7502.0,5251.4,2250.6000000000004,92,Slow Moving,30.000000000000004,Healthy
I261290,C252598,Female,56,Clothing,3,900.24,Credit Card,13-03-2021,Cevahir AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,109,Slow Moving,30.000000000000004,Healthy
I215578,C866033,Male,39,Cosmetics,2,81.32,Credit Card,04-08-2022,Kanyon,162.64,113.84799999999998,48.792,56,Fast Moving,30.000000000000004,Healthy
I136666,C288416,Male,50,Food & Beverage,2,10.46,Credit Card,01-04-2021,Mall of Istanbul,20.92,14.644,6.276000000000002,117,Slow Moving,30.000000000000004,Healthy
I120948,C340089,Female,54,Shoes,4,2400.68,Debit Card,08-08-2021,Mall of Istanbul,9602.72,6721.9039999999995,2880.816,66,Fast Moving,30.0,Healthy
I173679,C555040,Male,27,Technology,3,3150.0,Credit Card,28-06-2021,Viaport Outlet,9450.0,6615.0,2835.0,117,Slow Moving,30.0,Healthy
I638275,C809281,Male,56,Clothing,5,1500.4,Credit Card,25-01-2021,Emaar Square Mall,7502.0,5251.4,2250.6000000000004,62,Fast Moving,30.000000000000004,Healthy
I551237,C375325,Female,53,Clothing,4,1200.32,Cash,22-11-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,56,Fast Moving,30.000000000000004,Healthy
I239285,C155335,Female,62,Cosmetics,3,121.98,Credit Card,13-11-2022,Viaport Outlet,365.94,256.15799999999996,109.78200000000004,16,Fast Moving,30.00000000000001,Healthy
I723062,C225051,Female,42,Clothing,4,1200.32,Credit Card,12-08-2022,Kanyon,4801.28,3360.8959999999997,1440.384,43,Fast Moving,30.000000000000004,Healthy
I353329,C635016,Female,68,Toys,2,71.68,Credit Card,18-09-2022,Metrocity,143.36,100.352,43.00800000000001,6,Fast Moving,30.000000000000004,Healthy
I321920,C165705,Male,27,Clothing,4,1200.32,Cash,08-06-2021,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,7,Fast Moving,30.000000000000004,Healthy
I176115,C709571,Male,39,Cosmetics,4,162.64,Cash,30-08-2021,Viaport Outlet,650.56,455.39199999999994,195.168,117,Slow Moving,30.000000000000004,Healthy
I251743,C851508,Male,44,Toys,3,107.52,Debit Card,19-06-2022,Kanyon,322.56,225.79199999999997,96.76800000000003,105,Slow Moving,30.00000000000001,Healthy
I964173,C184126,Female,52,Clothing,3,900.24,Debit Card,15-12-2022,Emaar Square Mall,2700.7200000000003,1890.5040000000001,810.2160000000001,117,Slow Moving,30.000000000000004,Healthy
I334389,C233642,Female,19,Cosmetics,2,81.32,Cash,29-12-2021,Mall of Istanbul,162.64,113.84799999999998,48.792,60,Fast Moving,30.000000000000004,Healthy
I251855,C258410,Female,68,Cosmetics,3,121.98,Credit Card,19-06-2022,Cevahir AVM,365.94,256.15799999999996,109.78200000000004,85,Slow Moving,30.00000000000001,Healthy
I985808,C270667,Male,22,Books,5,75.75,Cash,16-06-2021,Emaar Square Mall,378.75,265.125,113.625,63,Fast Moving,30.0,Healthy
I224565,C321527,Male,61,Shoes,1,600.17,Cash,07-02-2021,Emaar Square Mall,600.17,420.11899999999997,180.051,117,Slow Moving,30.0,Healthy
I239703,C109489,Male,23,Food & Beverage,3,15.69,Credit Card,17-01-2023,Kanyon,47.07,32.949,14.121000000000002,6,Fast Moving,30.000000000000004,Healthy
I156413,C103824,Male,34,Cosmetics,5,203.3,Debit Card,20-01-2022,Metrocity,1016.5,711.55,304.95000000000005,6,Fast Moving,30.000000000000004,Healthy
I158683,C126571,Female,33,Souvenir,2,23.46,Debit Card,31-07-2022,Metrocity,46.92,32.844,14.076,96,Slow Moving,30.0,Healthy
I983860,C169676,Female,60,Shoes,1,600.17,Credit Card,30-09-2021,Metropol AVM,600.17,420.11899999999997,180.051,58,Fast Moving,30.0,Healthy
I119809,C321889,Female,24,Food & Beverage,1,5.23,Debit Card,06-04-2022,Zorlu Center,5.23,3.661,1.5690000000000004,91,Slow Moving,30.000000000000004,Healthy
I319942,C212128,Male,53,Cosmetics,5,203.3,Debit Card,14-11-2022,Mall of Istanbul,1016.5,711.55,304.95000000000005,105,Slow Moving,30.000000000000004,Healthy
I133278,C301271,Male,22,Clothing,3,900.24,Credit Card,24-02-2021,Metrocity,2700.7200000000003,1890.5040000000001,810.2160000000001,100,Slow Moving,30.000000000000004,Healthy
I252084,C221995,Male,50,Souvenir,4,46.92,Cash,25-05-2021,Metrocity,187.68,131.376,56.304,101,Slow Moving,30.0,Healthy
I182889,C318802,Male,49,Clothing,2,600.16,Credit Card,22-03-2021,Metrocity,1200.32,840.2239999999999,360.096,5,Fast Moving,30.000000000000004,Healthy
I106271,C263812,Male,31,Clothing,1,300.08,Debit Card,22-12-2022,Mall of Istanbul,300.08,210.05599999999998,90.024,23,Fast Moving,30.000000000000004,Healthy
I112481,C321609,Male,29,Food & Beverage,5,26.15,Cash,07-07-2021,Cevahir AVM,130.75,91.52499999999999,39.22500000000001,6,Fast Moving,30.000000000000004,Healthy
I240751,C666013,Female,52,Food & Beverage,1,5.23,Credit Card,18-09-2021,Kanyon,5.23,3.661,1.5690000000000004,57,Fast Moving,30.000000000000004,Healthy
I282789,C172185,Female,67,Cosmetics,2,81.32,Cash,18-02-2022,Istinye Park,162.64,113.84799999999998,48.792,48,Fast Moving,30.000000000000004,Healthy
I676291,C150463,Female,50,Food & Beverage,2,10.46,Cash,13-06-2021,Metropol AVM,20.92,14.644,6.276000000000002,94,Slow Moving,30.000000000000004,Healthy
I827069,C274529,Female,58,Toys,5,179.2,Cash,30-05-2021,Mall of Istanbul,896.0,627.1999999999999,268.80000000000007,36,Fast Moving,30.00000000000001,Healthy
I242823,C242659,Female,50,Clothing,4,1200.32,Debit Card,26-03-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,74,Fast Moving,30.000000000000004,Healthy
I208631,C194451,Female,68,Technology,2,2100.0,Credit Card,27-07-2022,Kanyon,4200.0,2940.0,1260.0,36,Fast Moving,30.0,Healthy
I139308,C252600,Female,59,Souvenir,2,23.46,Credit Card,06-04-2022,Emaar Square Mall,46.92,32.844,14.076,72,Fast Moving,30.0,Healthy
I177201,C309645,Female,66,Clothing,5,1500.4,Cash,04-02-2022,Forum Istanbul,7502.0,5251.4,2250.6000000000004,59,Fast Moving,30.000000000000004,Healthy
I263818,C336232,Male,69,Souvenir,4,46.92,Cash,26-06-2022,Zorlu Center,187.68,131.376,56.304,79,Slow Moving,30.0,Healthy
I174966,C325906,Male,27,Food & Beverage,5,26.15,Cash,25-07-2022,Mall of Istanbul,130.75,91.52499999999999,39.22500000000001,60,Fast Moving,30.000000000000004,Healthy
I186896,C138755,Female,52,Toys,1,35.84,Credit Card,19-09-2021,Zorlu Center,35.84,25.088,10.752000000000002,21,Fast Moving,30.000000000000004,Healthy
I207465,C296745,Female,27,Clothing,2,600.16,Cash,10-10-2022,Istinye Park,1200.32,840.2239999999999,360.096,42,Fast Moving,30.000000000000004,Healthy
I191148,C221838,Female,43,Technology,2,2100.0,Credit Card,29-03-2022,Forum Istanbul,4200.0,2940.0,1260.0,28,Fast Moving,30.0,Healthy
I159487,C104985,Male,36,Clothing,1,300.08,Cash,09-07-2021,Emaar Square Mall,300.08,210.05599999999998,90.024,73,Fast Moving,30.000000000000004,Healthy
I215141,C826514,Female,19,Souvenir,1,11.73,Cash,25-01-2022,Kanyon,11.73,8.211,3.519,102,Slow Moving,30.0,Healthy
I235828,C267333,Male,21,Books,5,75.75,Cash,14-12-2021,Metrocity,378.75,265.125,113.625,74,Fast Moving,30.0,Healthy
I281274,C130479,Male,20,Clothing,1,300.08,Cash,04-09-2022,Kanyon,300.08,210.05599999999998,90.024,90,Slow Moving,30.000000000000004,Healthy
I135898,C310108,Female,23,Toys,2,71.68,Debit Card,14-08-2022,Metropol AVM,143.36,100.352,43.00800000000001,15,Fast Moving,30.000000000000004,Healthy
I943072,C358486,Female,52,Cosmetics,2,81.32,Cash,03-02-2022,Metrocity,162.64,113.84799999999998,48.792,116,Slow Moving,30.000000000000004,Healthy
I142738,C208738,Male,24,Clothing,4,1200.32,Credit Card,03-01-2021,Kanyon,4801.28,3360.8959999999997,1440.384,20,Fast Moving,30.000000000000004,Healthy
I304665,C111056,Female,20,Food & Beverage,5,26.15,Credit Card,05-12-2021,Metropol AVM,130.75,91.52499999999999,39.22500000000001,101,Slow Moving,30.000000000000004,Healthy
I133240,C999586,Male,58,Toys,3,107.52,Credit Card,14-06-2022,Zorlu Center,322.56,225.79199999999997,96.76800000000003,77,Slow Moving,30.00000000000001,Healthy
I215906,C296862,Male,21,Clothing,4,1200.32,Debit Card,13-08-2021,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,63,Fast Moving,30.000000000000004,Healthy
I247747,C101550,Male,35,Shoes,2,1200.34,Cash,11-01-2022,Istinye Park,2400.68,1680.4759999999999,720.204,74,Fast Moving,30.0,Healthy
